# Program:featureCounts v1.6.0; Command:"/home/classadmin/mat/software/subread-1.6.0-Linux-x86_64/bin/featureCounts" "-a" "/home/classadmin/mat/referenceGenomes/S_cerevisiae//Saccharomyces_cerevisiae.R64-1-1.81.gtf" "-o" "featCounts_genes.txt" "/home/classadmin/mat/precomputed/results_alignment/SNF2_1_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/SNF2_2_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/SNF2_3_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/SNF2_4_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/SNF2_5_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/WT_1_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/WT_2_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/WT_3_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/WT_4_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/WT_5_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/classadmin/mat/precomputed/results_alignment/SNF2_1_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/SNF2_2_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/SNF2_3_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/SNF2_4_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/SNF2_5_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/WT_1_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/WT_2_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/WT_3_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/WT_4_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/WT_5_Aligned.sortedByCoord.out.bam
YDR007W	IV	461842	462516	+	675	536	433	404	588	371	263	350	266	409	290
YDR008C	IV	462252	462602	-	351	33	24	17	40	18	6	17	16	25	10
YDR009W	IV	463434	464996	+	1563	287	196	193	262	163	88	86	95	121	90
YDR010C	IV	465051	465383	-	333	112	79	94	116	80	14	14	20	19	7
YDR011W	IV	465919	470424	+	4506	1562	1239	1288	1627	943	1792	2363	1794	2614	2296
YDR012W	IV	471853	472941	+	1089	4677	4735	4736	5438	3867	2939	3687	3011	5112	3829
YDR013W	IV	473157	473783	+	627	407	276	269	410	274	131	223	202	255	232
YDR014W	IV	474046	475989	+	1944	174	148	149	182	110	47	136	103	176	128
YDR014W-A	IV	477797	478285	+	489	10	8	6	7	5	2	2	2	7	0
YDR015C	IV	477960	478199	-	240	0	0	0	0	0	0	0	0	0	0
YDR016C	IV	478474	478758	-	285	520	359	340	480	351	176	222	282	385	225
YDR017C	IV	479115	482267	-	3153	1348	927	963	1438	745	537	1221	812	1115	1192
YDR018C	IV	482670	483860	-	1191	294	197	220	324	156	59	48	67	94	54
YDR019C	IV	484163	485365	-	1203	277	222	194	249	201	1093	452	489	1554	459
YDR020C	IV	485746	486444	-	699	166	135	117	130	114	79	192	123	183	209
YDR021W	IV	486804	488003	+	1200	89	55	56	84	44	40	134	85	98	145
YDR022C	IV	488072	488662	-	591	343	287	266	349	269	107	132	103	215	110
tV(UAC)D	IV	488797	488870	-	74	1	1	0	1	0	0	1	0	1	1
YDR023W	IV	489508	490896	+	1389	5080	3849	4476	5518	3066	2397	4428	3329	4661	4013
YDR024W	IV	491017	491502	+	486	36	8	22	15	10	8	36	25	27	29
YDR025W	IV;IV	491515;491899	491559;492324	+;+	471	11496	9696	9131	11069	9282	7789	10518	7525	13821	12388
YDR026C	IV	492556	494268	-	1713	846	713	822	934	614	329	610	449	603	629
YDR027C	IV	494649	497318	-	2670	1137	880	894	1261	639	454	675	582	800	708
YDR028C	IV	497835	500879	-	3045	3322	3007	3098	4004	2174	1811	1993	1720	2881	1911
YDR029W	IV	501100	501414	+	315	43	36	39	43	18	23	41	35	47	29
YDR030C	IV	501753	503273	-	1521	153	108	127	180	103	57	100	79	139	93
YDR031W	IV	503498	503863	+	366	236	139	178	220	141	56	154	120	200	124
YDR032C	IV	504099	504695	-	597	5053	4437	4548	5186	3705	1994	1907	2223	3498	1951
YDR033W	IV	508147	509109	+	963	804	722	675	731	547	4238	7771	5155	8627	7642
YDR034C	IV	509737	512109	-	2373	616	464	570	638	370	302	455	392	570	414
YDR034C-D	IV;IV	514043;518064	518062;519356	-;-	5313	24	15	20	20	9	18	19	21	32	14
YDR034C-C	IV	518040	519356	-	1317	0	0	0	0	0	0	0	0	0	0
tL(UAA)D	IV	519743	519826	+	84	0	0	0	0	0	0	0	0	0	0
YDR034C-A	IV	520516	520692	-	177	16	10	13	14	14	7	12	7	13	11
tQ(UUG)D1	IV	520972	521043	+	72	0	1	0	1	0	0	0	0	0	0
YDR034W-B	IV	521314	521469	+	156	93	65	52	89	71	35	18	45	90	13
YDR035W	IV	521816	522928	+	1113	3524	2958	3587	3641	2519	2415	2118	2220	3852	2056
YDR036C	IV	523211	524713	-	1503	684	478	486	676	367	389	518	435	637	491
YDR037W	IV	525440	527215	+	1776	7246	6436	6999	7525	5183	5318	7233	5377	9060	7392
YDR038C	IV	527422	530697	-	3276	211	148	185	236	147	109	145	113	204	126
YDR039C	IV	531307	534582	-	3276	0	0	0	0	0	0	0	0	0	0
YDR040C	IV	535192	538467	-	3276	127	107	127	164	113	120	110	106	190	102
YDR041W	IV	539803	540414	+	612	1151	793	758	1132	709	448	601	607	833	517
YDR042C	IV	540601	541203	-	603	63	31	35	47	36	2	29	17	22	30
snR47	IV	541602	541700	-	99	24	13	11	24	11	5	23	17	13	24
YDR043C	IV	542674	543369	-	696	286	226	223	365	193	97	362	161	296	318
YDR044W	IV	546642	547628	+	987	1318	1135	1145	1180	902	1696	3151	1764	2933	3619
YDR045C	IV	547978	548310	-	333	463	338	362	465	337	175	348	271	322	401
YDR046C	IV	548762	550576	-	1815	2500	2053	2049	2366	1650	2051	2314	1751	2998	2183
YDR047W	IV	551860	552948	+	1089	1948	1592	1730	2134	1320	788	1353	999	1528	1362
YDR048C	IV	553084	553398	-	315	1	0	2	2	0	0	1	1	2	0
YDR049W	IV	553254	555152	+	1899	731	419	555	760	410	196	416	277	405	419
YDR050C	IV	555726	556472	-	747	61230	53716	58827	61471	44043	37036	44071	37306	67835	45703
YDR051C	IV	557056	558060	-	1005	858	767	826	1017	647	289	531	394	578	525
YDR052C	IV	558511	560625	-	2115	1353	899	930	1285	700	312	698	469	730	670
YDR053W	IV	560249	560644	+	396	8	0	4	4	0	0	3	4	1	1
YDR054C	IV	561440	562327	-	888	3226	2391	2335	3378	1736	1072	1441	1348	1812	1475
YDR055W	IV	563527	564861	+	1335	963	813	655	860	542	1860	1883	2305	3991	1725
YDR056C	IV	565023	565640	-	618	1662	1432	1548	1876	1205	744	1043	913	1334	1066
YDR057W	IV	565927	567555	+	1629	890	687	677	941	552	309	536	426	575	479
YDR058C	IV	567723	568703	-	981	355	243	239	367	196	71	131	131	181	107
tR(UCU)D	IV	568882	568953	+	72	0	0	0	0	0	0	0	0	0	0
tD(GUC)D	IV	568964	569035	+	72	0	1	0	0	0	0	0	0	1	0
YDR059C	IV;IV	569234;569724	569633;569770	-;-	447	803	605	594	867	542	182	213	242	425	215
YDR060W	IV	570649	573726	+	3078	925	682	856	1124	537	527	1571	857	1039	1736
YDR061W	IV	574164	575783	+	1620	826	623	627	889	515	357	554	464	657	516
YDR062W	IV	576474	578159	+	1686	2212	2173	2167	2608	1393	1477	1754	1405	2293	1876
YDR063W	IV	578663	579112	+	450	800	625	671	823	597	289	503	496	763	473
YDR064W	IV;IV	579458;580018	579478;580452	+;+	456	13906	12716	12664	14944	10827	9047	14512	10477	17451	15120
YDR065W	IV	580687	581784	+	1098	138	120	137	140	104	53	134	104	155	119
YDR066C	IV	581908	582498	-	591	173	137	116	167	113	75	128	95	146	114
YDR067C	IV	582791	583465	-	675	490	338	426	526	363	219	330	304	582	284
YDR068W	IV	583713	584645	+	933	1176	856	1029	1408	726	413	685	600	984	708
YDR069C	IV	584939	587719	-	2781	472	369	369	499	297	203	334	263	360	290
YDR070C	IV	588098	588379	-	282	126	81	70	125	72	55	65	114	171	68
YDR071C	IV	588827	589402	-	576	2265	1598	1566	2477	1380	729	1504	1285	1794	1302
YDR072C	IV	589761	591344	-	1584	2183	1533	1521	2071	1285	1178	2531	1791	2434	2262
YDR073W	IV	592439	592948	+	510	1059	840	720	912	720	549	930	865	1202	888
YDR074W	IV	593893	596583	+	2691	5822	5087	5970	6197	4175	4992	6519	5906	9647	5104
YDR075W	IV	597156	598082	+	927	274	198	219	269	170	102	256	137	171	272
YDR076W	IV	598468	599688	+	1221	387	241	273	378	217	72	120	102	150	140
YDR077W	IV	600793	601809	+	1017	5682	5487	4465	5510	3849	33621	29592	30150	51250	29010
YDR078C	IV	602198	602869	-	672	314	230	173	355	236	49	139	97	123	124
YDR079W	IV	603064	603399	+	336	332	172	222	368	158	45	152	144	218	142
YDR079C-A	IV	603593	603811	-	219	208	178	169	235	151	71	106	114	161	111
YDR080W	IV	604008	606986	+	2979	422	291	385	474	247	167	301	208	326	272
YDR081C	IV	607304	610081	-	2778	737	555	563	807	469	271	706	421	586	610
YDR082W	IV	610441	611925	+	1485	268	195	207	232	156	102	167	133	231	180
YDR083W	IV	612073	613251	+	1179	262	167	257	327	119	139	470	285	367	540
YDR084C	IV	613405	614004	-	600	1056	809	795	998	711	376	500	434	769	430
YDR085C	IV	614288	616150	-	1863	892	635	639	874	470	637	684	882	1205	616
YDR086C	IV	616928	617170	-	243	2666	1789	2188	2755	1744	719	1526	1285	1887	1457
YDR087C	IV	617470	618306	-	837	564	477	505	675	385	340	768	464	618	813
YDR088C	IV	618497	619645	-	1149	935	691	728	1069	547	221	433	353	451	423
tR(ACG)D	IV	619969	620041	-	73	0	0	0	1	1	0	0	1	2	1
YDR089W	IV	622112	624721	+	2610	301	241	257	322	220	590	448	424	922	466
YDR090C	IV	625066	625998	-	933	758	598	487	716	478	288	460	348	530	420
YDR091C	IV	626708	628534	-	1827	757	565	569	728	379	466	1283	718	989	1243
YDR092W	IV;IV	629876;630174	629905;630605	+;+	462	1614	1388	1322	1740	1205	506	673	660	970	769
YDR093W	IV	631282	636120	+	4839	2368	2123	2237	2358	1511	1401	1617	1243	1907	1713
YDR094W	IV	635840	636175	+	336	0	0	0	0	0	0	0	0	0	0
YDR095C	IV	636117	636527	-	411	9	7	4	3	3	0	4	2	2	1
YDR096W	IV	637139	639823	+	2685	3005	2034	1760	2921	1471	1025	1536	1346	1951	1397
YDR097C	IV	640109	643837	-	3729	590	524	527	643	377	254	384	241	406	414
YDR098C	IV	644178	645035	-	858	1630	1230	1174	1812	1059	551	953	750	1057	937
tQ(UUG)D2	IV	645153	645224	-	72	0	0	0	0	0	0	0	0	0	0
YDR098C-B	IV;IV	645858;649822	649820;651126	-;-	5268	11	7	7	14	7	8	6	14	12	8
YDR098C-A	IV	649804	651126	-	1323	0	0	0	0	0	0	0	0	0	0
YDR099W	IV	653607	654428	+	822	4542	3623	3720	4985	2845	2071	2520	2450	3685	2234
YDR100W	IV	655013	655444	+	432	1013	725	674	1057	673	253	433	437	621	341
YDR101C	IV	655686	657467	-	1782	340	230	227	256	148	206	707	313	445	765
YDR102C	IV	657648	657980	-	333	9	6	11	17	13	6	11	9	14	9
YDR103W	IV	658350	661103	+	2754	837	591	530	755	456	296	559	401	591	553
YDR104C	IV	661173	664910	-	3738	518	418	451	549	293	115	257	154	273	230
YDR105C	IV	665349	666770	-	1422	970	746	661	966	594	404	567	493	712	544
YDR106W	IV	667004	667858	+	855	56	32	34	65	34	16	31	35	42	32
tI(AAU)D	IV	668007	668080	-	74	1	0	1	0	0	0	0	0	0	0
YDR107C	IV	669016	671034	-	2019	611	511	463	618	346	246	327	302	435	320
YDR108W	IV	671269	673365	+	2097	480	317	341	525	261	197	310	257	340	346
YDR109C	IV	673520	675667	-	2148	480	337	376	458	292	191	300	226	375	273
YDR110W	IV	676102	677802	+	1701	296	256	281	398	238	164	302	185	282	303
YDR111C	IV	678241	679764	-	1524	1586	1160	1302	1722	835	295	537	377	599	554
YDR112W	IV	679544	679852	+	309	38	21	24	44	21	12	20	14	8	22
YDR113C	IV	680496	681617	-	1122	610	484	452	655	405	200	330	296	340	320
YDR114C	IV	681924	682226	-	303	2	6	2	6	6	0	1	2	3	0
YDR115W	IV	682175	682492	+	318	504	361	286	483	304	204	313	285	427	283
YDR116C	IV	682724	683581	-	858	749	455	492	672	446	367	590	508	749	563
YDR117C	IV	683946	685643	-	1698	856	651	698	1012	474	332	540	437	619	537
YDR118W	IV	685882	687840	+	1959	270	206	194	296	170	70	166	162	170	164
YDR118W-A	IV	687768	687884	+	117	6	4	9	6	8	4	8	4	3	5
YDR119W	IV	688227	690533	+	2307	800	776	767	947	599	493	826	561	840	850
YDR119W-A	IV	691014	691214	+	201	47	41	36	83	28	94	169	211	261	128
YDR120C	IV	691549	693261	-	1713	517	406	444	546	318	309	796	414	662	854
YDR121W	IV	693585	694175	+	591	476	402	442	511	338	267	423	284	464	477
YDR122W	IV	694700	697894	+	3195	2792	2261	2383	3214	1605	1254	1480	1372	2131	1345
YDR123C	IV	698554	699468	-	915	403	301	258	359	240	80	199	109	182	217
YDR124W	IV	700315	701289	+	975	275	144	173	254	125	63	134	131	186	113
YDR125C	IV	701397	702758	-	1362	175	97	105	153	77	53	108	103	153	110
YDR126W	IV	703234	704244	+	1011	267	222	181	264	225	129	194	137	262	173
YDR127W	IV	704484	709250	+	4767	2707	2563	2622	2938	1942	2005	2109	1682	2971	2191
YDR128W	IV	709549	712995	+	3447	1297	1078	1120	1503	816	461	656	538	811	684
YDR129C	IV;IV	713340;715359	715247;715379	-;-	1929	5848	4846	5085	5878	3851	3187	3458	3052	5824	2988
YDR130C	IV	715747	716622	-	876	290	248	236	304	211	127	224	177	297	211
YDR131C	IV	716790	718460	-	1671	236	162	166	228	128	87	144	156	207	156
YDR132C	IV	718816	720303	-	1488	473	368	344	511	285	106	234	185	249	194
YDR133C	IV	720962	721297	-	336	608	197	347	496	160	231	845	915	695	810
YDR134C	IV	721071	721481	-	411	2364	1535	996	1954	1254	1894	3514	3229	3997	3492
YDR135C	IV	723004	727551	-	4548	2707	2663	2513	3187	2014	1614	1825	1486	2345	1835
YDR136C	IV	727711	728283	-	573	15	13	6	11	7	8	18	6	10	17
YDR137W	IV	728259	730250	+	1992	697	580	593	770	461	263	506	388	571	459
YDR138W	IV	730578	732836	+	2259	478	305	383	523	284	178	379	266	341	378
YDR139C	IV;IV	733618;733776	733702;733924	-;-	234	644	555	459	699	493	256	387	333	554	369
YDR140W	IV	734138	734803	+	666	397	267	251	353	273	126	265	240	312	248
YDR141C	IV	734901	739997	-	5097	1187	980	1017	1318	820	491	868	647	1004	754
YDR142C	IV	740473	741600	-	1128	580	431	394	536	352	189	312	275	352	288
YDR143C	IV	742042	743874	-	1833	966	722	623	873	565	534	929	611	910	998
YDR144C	IV	744311	746101	-	1791	865	832	807	977	640	463	881	511	788	802
YDR145W	IV	746738	748357	+	1620	1808	1551	1517	2015	1120	740	1118	799	1305	1020
YDR146C	IV	748613	750742	-	2130	649	454	463	741	379	316	431	439	495	465
YDR147W	IV	751631	753235	+	1605	536	388	391	561	325	147	281	222	314	310
YDR148C	IV	753675	755066	-	1392	2003	1441	1631	1876	1153	985	1078	1135	1590	931
YDR149C	IV	755555	756262	-	708	1	0	0	0	0	1	0	0	0	0
YDR150W	IV	755628	763874	+	8247	2214	1674	1698	2474	1412	844	1249	975	1490	1200
YDR151C	IV	764178	765155	-	978	1130	692	690	968	607	336	708	518	814	710
YDR152W	IV	765706	766503	+	798	1323	1063	1174	1379	883	704	1283	939	1270	1314
YDR153C	IV	766736	767971	-	1236	1382	1033	1030	1435	834	540	848	648	936	818
YDR154C	IV	768403	768753	-	351	866	725	632	929	486	383	615	605	844	525
YDR155C	IV	768512	769000	-	489	8225	7905	6990	8773	6453	6158	7159	6633	10803	7617
YDR156W	IV	769525	769938	+	414	457	335	326	416	330	180	377	247	327	383
YDR157W	IV	769931	770332	+	402	47	36	24	39	34	20	56	19	44	47
YDR158W	IV	770357	771454	+	1098	7121	6728	6441	7305	5159	3365	3363	3159	5552	3353
YDR159W	IV	771877	775782	+	3906	823	579	633	937	480	293	639	360	613	567
YDR160W	IV	776163	778721	+	2559	765	614	637	875	510	351	502	416	650	490
YDR161W	IV	779043	780206	+	1164	615	510	580	716	376	334	896	551	714	924
YDR162C	IV	780390	781100	-	711	703	618	512	727	488	300	405	346	519	424
YDR163W	IV	781423	781950	+	528	485	380	397	549	316	167	307	286	372	346
YDR164C	IV	782041	784215	-	2175	753	567	615	815	430	298	547	448	662	439
YDR165W	IV	784871	786205	+	1335	443	332	342	491	262	258	699	420	547	697
YDR166C	IV	786306	789221	-	2916	591	440	439	594	324	209	494	378	510	435
YDR167W	IV	789449	790069	+	621	915	779	773	884	620	427	592	462	725	567
YDR168W	IV	790328	791848	+	1521	1352	981	1138	1560	728	506	878	757	1083	760
YDR169C	IV	792348	793889	-	1542	1276	1039	897	1303	826	528	778	716	1001	751
YDR169C-A	IV	794574	794723	-	150	4	7	6	6	1	3	12	2	2	3
YDR170C	IV	796193	802222	-	6030	2760	2399	2653	3160	1843	1560	1872	1506	2613	1913
tQ(UUG)D3	IV	802731	802802	-	72	0	0	0	0	0	0	0	2	1	0
YDR170W-A	IV	803195	804517	+	1323	257	164	154	212	147	99	118	101	178	105
YDR171W	IV	806621	807748	+	1128	4099	3925	3967	4504	3199	3308	3288	3249	6500	2803
YDR172W	IV	808324	810381	+	2058	3348	2860	2924	3634	2132	1945	2922	2097	3152	3255
YDR173C	IV	810565	811632	-	1068	355	248	279	364	185	137	276	189	225	238
YDR174W	IV	812110	812850	+	741	3637	2700	2982	3614	2193	1422	2267	2049	2792	2436
YDR175C	IV	813193	814152	-	960	851	582	529	761	502	360	509	487	643	538
YDR176W	IV	814452	816560	+	2109	1540	1194	1258	1752	889	490	895	717	1001	814
YDR177W	IV	816878	817525	+	648	1723	1465	1340	1918	1174	777	1076	870	1277	1110
YDR178W	IV	817950	818495	+	546	1973	1434	1365	1920	1240	750	841	997	1569	690
YDR179C	IV	818708	819196	-	489	67	43	48	61	36	14	49	38	52	43
YDR179W-A	IV	819433	820824	+	1392	130	102	86	125	73	45	122	77	121	97
YDR180W	IV	821295	825776	+	4482	325	222	283	354	197	113	315	206	253	322
YDR181C	IV	825910	827355	-	1446	660	502	595	770	407	211	343	285	399	314
YDR182W	IV	827582	829057	+	1476	1671	1153	1132	1683	969	524	989	762	1147	877
YDR182W-A	IV	829151	829354	+	204	53	30	26	46	27	4	22	19	19	16
YDR183W	IV	829585	830277	+	693	261	187	223	272	169	97	181	120	218	154
YDR183C-A	IV	830397	830654	-	258	20	5	11	7	6	2	28	20	16	47
YDR184C	IV	830629	831513	-	885	134	60	70	123	59	58	344	137	147	343
YDR185C	IV	831934	832473	-	540	334	252	218	297	189	154	253	172	287	234
YDR186C	IV	832859	835492	-	2634	1818	1198	1264	1799	1010	942	1725	1060	1491	1821
YDR187C	IV	836228	836746	-	519	8	9	8	13	13	4	8	8	6	5
YDR188W	IV	836421	838061	+	1641	4642	3814	4203	4613	3044	2618	3176	2498	3839	3274
YDR189W	IV	838392	840392	+	2001	1250	1025	1048	1491	838	577	882	674	1072	880
YDR190C	IV	840604	841995	-	1392	2147	1957	1760	2390	1510	1348	2175	1511	2174	2296
YDR191W	IV	842337	843449	+	1113	276	187	185	264	197	57	101	110	114	98
YDR192C	IV	843569	844861	-	1293	349	283	259	389	234	125	224	173	284	246
YDR193W	IV	844554	844952	+	399	3	1	1	1	1	0	4	2	1	4
YDR194C	IV	845952	847946	-	1995	1126	646	805	1206	557	503	1253	973	1167	1179
YDR194W-A	IV	848071	848223	+	153	0	1	0	0	0	0	0	0	0	0
YDR195W	IV	848599	850200	+	1602	504	263	325	516	231	126	348	250	315	296
YDR196C	IV	850274	850999	-	726	973	777	753	1076	663	484	627	567	900	608
YDR197W	IV	851228	852397	+	1170	334	273	246	349	231	115	323	222	311	265
YDR198C	IV	852533	853972	-	1440	246	189	196	301	205	118	222	153	213	236
YDR199W	IV	854175	854540	+	366	47	27	39	48	28	11	17	16	26	12
YDR200C	IV	854279	856093	-	1815	714	530	511	814	392	219	373	314	431	303
YDR201W	IV	856317	856814	+	498	496	340	412	507	309	137	207	246	334	266
YDR202C	IV	856898	857953	-	1056	467	341	347	533	282	175	302	228	420	270
YDR203W	IV	857682	857999	+	318	2	0	1	2	1	1	0	0	1	1
YDR204W	IV	858137	859144	+	1008	916	868	914	1022	703	515	482	553	885	444
YDR205W	IV	859346	861520	+	2175	648	504	430	580	379	255	434	351	524	456
YDR206W	IV	862054	864708	+	2655	1243	1006	926	1327	865	610	971	654	1010	1021
YDR207C	IV	865012	867522	-	2511	908	792	756	1059	613	359	672	461	695	612
YDR208W	IV	868224	870563	+	2340	1399	894	867	1386	645	430	688	569	801	598
YDR209C	IV	871036	871449	-	414	313	239	270	309	241	191	277	221	403	300
YDR210W	IV	871074	871301	+	228	0	0	0	0	0	0	0	0	0	0
YDR210W-B	IV;IV	872112;873406	873404;877425	+;+	5313	10	2	4	7	4	3	2	7	3	5
YDR210W-A	IV	872112	873428	+	1317	0	0	0	0	0	0	0	0	0	0
YDR210C-D	IV;IV	878659;882623	882621;883927	-;-	5268	11	6	11	16	7	9	15	8	12	12
YDR210C-C	IV	882605	883927	-	1323	0	0	0	0	0	0	0	0	0	0
tI(UAU)D	IV;IV	884361;884458	884397;884493	+;+	73	1	0	0	0	0	0	0	0	0	0
YDR211W	IV	884727	886865	+	2139	1507	1309	1362	1807	1002	801	1240	846	1219	1155
YDR212W	IV	887232	888911	+	1680	2599	2418	2436	2777	1775	1347	1966	1465	2245	1973
YDR213W	IV	889751	892492	+	2742	530	519	473	578	303	416	727	385	716	639
YDR214W	IV	892875	893927	+	1053	1350	1320	1254	1398	1020	961	1029	1009	1638	911
YDR215C	IV	894089	894502	-	414	35	22	35	33	23	12	13	12	24	24
YDR216W	IV	895035	899006	+	3972	1899	1105	989	1769	786	356	461	569	688	424
YDR217C	IV	899551	903480	-	3930	815	624	731	897	517	284	524	379	524	546
YDR218C	IV	903781	905052	-	1272	49	24	24	18	19	4	20	5	19	15
YDR219C	IV	905455	906852	-	1398	691	456	466	667	354	164	453	328	404	393
YDR220C	IV	907000	907293	-	294	12	5	6	22	8	1	9	6	5	9
YDR221W	IV	907330	909438	+	2109	701	688	721	798	499	384	424	368	575	440
YDR222W	IV	910054	911301	+	1248	239	175	224	291	194	58	149	101	136	115
YDR223W	IV	912099	913502	+	1404	256	214	183	272	189	112	176	138	221	183
YDR224C	IV	914317	914712	-	396	9661	6755	6867	10573	5611	3680	8362	7085	9502	7325
YDR225W	IV	915530	915928	+	399	8698	5425	6048	8320	4874	4040	9466	8114	10485	8542
YDR226W	IV	916486	917154	+	669	7126	6255	6947	7455	5228	3438	5116	4020	6776	4880
YDR227W	IV	917571	921647	+	4077	626	440	462	669	326	182	388	256	351	378
YDR228C	IV	921926	923806	-	1881	758	544	613	922	417	277	589	440	539	578
YDR229W	IV	924785	926146	+	1362	1112	964	1024	1269	765	499	685	578	825	679
YDR230W	IV	926223	926570	+	348	44	24	29	39	33	14	23	20	27	17
YDR231C	IV	926293	926910	-	618	396	294	321	380	217	157	205	219	291	123
YDR232W	IV	927452	929098	+	1647	1897	1582	1568	1973	1178	1240	1688	1255	1870	1746
YDR233C	IV	929470	930357	-	888	5083	3937	3479	5346	3193	1891	4276	3054	4460	3877
YDR234W	IV	931129	933210	+	2082	899	595	681	848	493	613	1043	661	910	1018
YDR235W	IV	933504	935138	+	1635	447	307	327	440	233	113	380	275	340	321
YDR236C	IV	935236	935892	-	657	785	584	526	777	496	249	434	369	592	433
YDR237W	IV	936615	937493	+	879	524	400	356	546	330	276	457	379	523	407
YDR238C	IV	937895	940816	-	2922	3392	3414	3222	3875	2329	1938	2315	1939	2961	2393
YDR239C	IV	941057	943420	-	2364	428	340	333	448	288	180	360	241	385	370
YDR240C	IV	943674	945152	-	1479	207	171	169	232	136	75	163	104	167	178
YDR241W	IV	945151	945438	+	288	37	42	36	69	37	20	46	36	33	42
tY(GUA)D	IV;IV	946312;946365	946350;946400	+;+	75	1	0	0	1	0	0	0	0	0	0
YDR242W	IV	946807	948456	+	1650	412	350	330	396	249	172	236	183	279	215
YDR243C	IV	948518	950284	-	1767	310	224	213	293	164	127	220	170	237	237
YDR244W	IV	950563	952401	+	1839	942	709	679	921	547	391	575	510	704	529
YDR245W	IV	952800	953981	+	1182	1754	1376	1349	1935	1161	756	1542	1096	1574	1486
YDR246W	IV	954288	954947	+	660	1026	866	733	932	691	459	558	510	926	467
YDR246W-A	IV	955133	955333	+	201	83	91	59	106	61	61	55	49	91	54
YDR247W	IV	956013	957398	+	1386	673	484	406	603	370	443	628	642	991	462
YDR248C	IV	957758	958339	-	582	351	267	277	407	238	179	233	252	361	242
YDR249C	IV	958681	959802	-	1122	194	139	108	185	96	65	184	101	164	147
YDR250C	IV	960086	960361	-	276	22	13	9	15	4	5	16	14	18	13
YDR251W	IV	960614	963106	+	2493	3565	2534	2641	3518	2059	1376	1993	1728	2705	1749
YDR252W	IV	963412	963861	+	450	115	93	66	120	79	41	88	65	95	65
YDR253C	IV	963990	964565	-	576	365	270	271	326	249	137	147	131	187	185
YDR254W	IV	965113	966489	+	1377	452	311	348	504	262	149	256	252	329	228
YDR255C	IV	966557	967822	-	1266	573	453	389	631	295	243	358	328	443	291
YDR256C	IV	968133	969680	-	1548	418	332	284	359	237	179	297	245	318	266
YDR257C	IV	969990	971474	-	1485	619	452	475	655	327	242	476	348	539	427
YDR258C	IV	971808	974243	-	2436	1231	1200	1614	1411	990	1026	1028	873	1930	841
YDR259C	IV	974631	975782	-	1152	442	286	325	501	205	71	144	101	143	118
YDR260C	IV	976717	977229	-	513	729	730	592	819	593	223	348	274	390	345
YDR261C	IV	977521	979209	-	1689	1223	976	996	1299	682	659	902	718	1082	881
tS(AGA)D2	IV	980974	981055	-	82	1	0	0	0	0	0	0	0	0	0
YDR261W-A	IV	981462	982778	+	1317	0	0	0	0	0	0	0	0	0	0
YDR261W-B	IV;IV	981462;982756	982754;986775	+;+	5313	30	33	29	30	17	12	29	15	32	31
YDR261C-D	IV;IV	987534;991045	991043;992349	-;-	4815	24	9	12	23	11	35	60	42	78	67
YDR261C-C	IV	991027	992349	-	1323	0	0	0	0	0	0	0	0	0	0
tG(GCC)D2	IV	992832	992902	+	71	2	0	0	4	4	3	5	3	5	3
YDR262W	IV	993134	993952	+	819	1176	794	900	1225	687	477	830	726	998	724
YDR263C	IV	994242	995534	-	1293	122	129	157	191	109	36	89	75	79	96
YDR264C	IV	996029	998323	-	2295	2199	1993	2035	2536	1485	1059	1590	1214	1811	1471
YDR265W	IV	998864	999877	+	1014	508	406	342	558	381	205	355	294	432	289
YDR266C	IV	1000104	1002023	-	1920	661	544	552	688	403	334	622	454	672	621
YDR267C	IV	1002510	1003502	-	993	1014	836	786	916	644	448	684	454	801	712
YDR268W	IV	1004004	1005143	+	1140	274	191	201	259	177	129	226	148	272	198
YDR269C	IV	1005665	1005988	-	324	0	0	1	0	0	0	1	0	0	0
YDR270W	IV	1005675	1008689	+	3015	451	375	396	424	281	138	419	204	325	387
